-6392,-1504,-16220,-174,608,459,swipe_left,14
-6188,-1260,-16096,-842,889,479,swipe_left,14
-6312,-1072,-16080,-255,474,138,swipe_left,14
-5836,-820,-15932,-593,960,423,swipe_left,14
-5780,-920,-16336,-880,1415,647,swipe_left,14
-2152,5280,-16416,193,601,240,swipe_left,15
-2100,5276,-16316,-458,704,427,swipe_left,15
-2136,5320,-16396,-140,565,10,swipe_left,15
-2004,5528,-16304,-340,1030,239,swipe_left,15
-1968,5260,-16348,86,442,584,swipe_left,15
-1808,5324,-16944,-184,459,695,swipe_left,15
-184,5472,-15864,-428,-347,-239,swipe_left,15
1316,4964,-15804,3153,-3266,-8436,swipe_left,15
-6276,2300,-15892,2461,-2528,-14495,swipe_left,15
-7892,516,-16248,1399,834,-4583,swipe_left,15
-6580,396,-17024,-779,1319,47,swipe_left,15
-5376,1140,-16060,-876,894,446,swipe_left,15
-5060,1400,-16420,-260,731,285,swipe_left,15
-5780,1264,-16336,-310,796,-77,swipe_left,15
-5444,1436,-16472,-185,920,-97,swipe_left,15
-5100,1320,-16228,-320,992,94,swipe_left,15
-5328,1356,-16516,-405,1017,-124,swipe_left,15
-5084,1220,-16384,-392,519,64,swipe_left,15
-5208,1320,-16648,-473,768,196,swipe_left,15
-5148,1604,-16580,-731,626,550,swipe_left,15
-1720,4800,-16556,21,367,206,swipe_left,16
-2308,4704,-16660,-308,525,-240,swipe_left,16
-2224,4556,-16652,24,430,2,swipe_left,16
-2456,4528,-16516,-230,457,141,swipe_left,16
-2260,4512,-16812,-242,816,-69,swipe_left,16
-2260,4576,-16860,-135,638,-83,swipe_left,16
